Animal_ID,Species,Average_Lifespan (Years),Weight (kg),Height (cm),Diet_Type,Habitat,Conservation_Status,Domesticated,Primary_Region,Nocturnal,Speed (km/h),Intelligence_Level,Endangered_Level (1-5),cluster
ANM_702,Panda,75,3596.8,126.38,Omnivore,Wetland,Extinct,No,Europe,Yes,72.56,Low,4,0
ANM_703,Elephant,45,589.72,305.34,Carnivore,Wetland,Least Concern,No,South America,No,79.42,Medium,3,1
ANM_704,Giraffe,35,4036.14,136.78,Carnivore,Ocean,Vulnerable,No,North America,No,40.37,Medium,2,2
ANM_705,Cat,69,2006.94,69.69,Omnivore,Ocean,Least Concern,No,Africa,No,87.5,High,4,1
ANM_706,Panda,16,495.28,176.59,Omnivore,Wetland,Endangered,Yes,Australia,No,92.79,Low,5,1
ANM_707,Horse,62,545.53,316.83,Omnivore,Forest,Critically Endangered,Yes,Europe,No,56.54,High,1,3
ANM_708,Giraffe,74,1111.5,38.18,Carnivore,Wetland,Endangered,Yes,Antarctica,No,93.77,Low,1,1
ANM_709,Lion,58,4412.89,351.7,Omnivore,Forest,Extinct,No,North America,Yes,5.2,High,4,0
ANM_710,Cat,73,288.1,343.11,Omnivore,Desert,Least Concern,Yes,North America,No,60.93,Low,3,1
ANM_711,Dog,18,2544.7,69.36,Herbivore,Wetland,Extinct,No,Asia,Yes,12.99,Medium,2,2
ANM_712,Deer,42,2734.39,374.05,Carnivore,Desert,Critically Endangered,No,Australia,Yes,46.2,Low,4,0
ANM_713,Tiger,60,1180.65,211.72,Herbivore,Urban,Least Concern,Yes,Asia,Yes,75.18,Low,1,3
ANM_714,Elephant,37,3139.62,336.38,Omnivore,Forest,Extinct,No,North America,Yes,95.09,Low,1,0
ANM_715,Elephant,15,876.65,37.24,Carnivore,Forest,Vulnerable,No,Africa,No,89.28,Low,5,1
ANM_716,Giraffe,22,4242.36,341.25,Herbivore,Urban,Critically Endangered,Yes,Australia,Yes,98.64,High,2,0
ANM_717,Horse,63,973.03,91.2,Carnivore,Grassland,Critically Endangered,Yes,South America,Yes,34.29,High,1,3
ANM_718,Tiger,41,50.66,101.07,Herbivore,Grassland,Extinct,No,North America,No,84.14,Medium,5,1
ANM_719,Cat,50,757.02,28.4,Carnivore,Desert,Least Concern,No,Europe,No,67.46,Low,2,1
ANM_720,Dog,54,3389.51,301.17,Carnivore,Forest,Least Concern,No,North America,No,51.96,Low,4,0
ANM_721,Elephant,60,600.14,205.25,Herbivore,Grassland,Least Concern,Yes,Africa,Yes,9.34,Medium,4,1
ANM_722,Giraffe,37,4554.68,138.22,Herbivore,Desert,Endangered,No,South America,Yes,94.47,Medium,4,0
ANM_723,Deer,76,4526.29,347.63,Omnivore,Desert,Critically Endangered,No,Africa,Yes,94.86,Medium,3,0
ANM_724,Elephant,31,4596.82,208.29,Carnivore,Forest,Vulnerable,Yes,Africa,No,95.6,Medium,2,2
ANM_725,Tiger,76,649.88,306.49,Omnivore,Desert,Critically Endangered,Yes,Africa,Yes,62.89,High,3,1
ANM_726,Lion,28,2668.99,89.15,Carnivore,Desert,Endangered,Yes,Africa,No,50.86,High,5,1
ANM_727,Cat,68,2557.77,185.65,Herbivore,Forest,Least Concern,No,South America,Yes,84.99,Low,3,1
ANM_728,Tiger,30,4328.67,89.74,Omnivore,Ocean,Endangered,No,Africa,No,83.09,High,3,2
ANM_729,Cat,8,182.28,21.11,Carnivore,Wetland,Extinct,Yes,Antarctica,Yes,50.2,High,3,2
ANM_730,Horse,62,260.22,227.87,Omnivore,Ocean,Critically Endangered,Yes,South America,Yes,79.26,Low,3,1
ANM_731,Kangaroo,33,4520.16,184.33,Herbivore,Forest,Endangered,No,Australia,Yes,56.41,Low,2,2
ANM_732,Horse,79,1283.19,205.68,Herbivore,Wetland,Extinct,Yes,Australia,No,70.37,Low,2,1
ANM_733,Panda,42,3543.55,137.36,Herbivore,Wetland,Critically Endangered,Yes,North America,No,85.61,High,3,2
ANM_734,Tiger,79,2501.19,199.64,Herbivore,Urban,Vulnerable,No,Antarctica,No,21.41,Low,1,0
ANM_735,Tiger,13,2189.66,150.37,Carnivore,Forest,Extinct,No,Europe,No,63.83,High,1,2
ANM_736,Tiger,53,4510.76,381.68,Carnivore,Desert,Vulnerable,Yes,Africa,Yes,56.96,High,4,0
ANM_737,Horse,75,3246.25,178.37,Herbivore,Urban,Critically Endangered,No,Antarctica,No,73.35,Low,1,0
ANM_738,Panda,28,4119.92,242.43,Carnivore,Urban,Endangered,Yes,Africa,No,45.69,Medium,3,2
ANM_739,Dog,28,2639.82,82.12,Herbivore,Grassland,Extinct,Yes,Africa,Yes,21.76,Low,5,2
ANM_740,Giraffe,22,3320.98,173.32,Herbivore,Ocean,Endangered,No,Australia,No,25.97,Medium,3,2
ANM_741,Giraffe,8,2740.44,55.2,Omnivore,Ocean,Extinct,No,South America,Yes,24.16,Low,3,2
ANM_742,Giraffe,78,2401.91,127.83,Carnivore,Desert,Critically Endangered,Yes,North America,No,69.38,Medium,1,0
ANM_743,Giraffe,45,1533.59,113.89,Herbivore,Urban,Extinct,No,Asia,Yes,52.5,High,4,1
ANM_744,Cat,58,4966.12,232.04,Herbivore,Desert,Endangered,No,North America,Yes,75.73,Medium,1,0
ANM_745,Giraffe,50,1239.28,366.95,Omnivore,Grassland,Extinct,No,Europe,No,98.84,High,4,1
ANM_746,Dog,41,1353.91,314.82,Carnivore,Urban,Endangered,No,Antarctica,No,18.5,Low,4,3
ANM_747,Tiger,18,2430.9,356.06,Omnivore,Desert,Critically Endangered,Yes,Asia,Yes,14.8,Low,2,3
ANM_748,Lion,78,2291.78,286.27,Herbivore,Desert,Endangered,No,Europe,Yes,46.47,Low,5,1
ANM_749,Panda,25,4169.47,34.89,Omnivore,Ocean,Critically Endangered,Yes,Australia,Yes,51.7,Medium,5,2
ANM_750,Kangaroo,69,1804.69,394.73,Omnivore,Wetland,Critically Endangered,No,Asia,No,66.3,High,1,3
ANM_751,Kangaroo,25,2194.48,182.97,Omnivore,Forest,Extinct,No,South America,No,53.89,High,2,2
ANM_752,Horse,6,1314.57,153.18,Carnivore,Desert,Extinct,No,Asia,Yes,43.25,Low,4,2
ANM_753,Panda,65,751.04,368.53,Omnivore,Grassland,Least Concern,Yes,South America,Yes,66.08,Medium,1,3
ANM_754,Kangaroo,10,3919.15,92.94,Carnivore,Wetland,Extinct,No,Africa,Yes,58.11,High,3,2
ANM_755,Lion,64,4275.19,204.63,Herbivore,Forest,Vulnerable,No,North America,Yes,92.95,Low,3,0
ANM_756,Elephant,74,4438.32,281.83,Carnivore,Wetland,Critically Endangered,Yes,North America,Yes,73.49,Medium,4,0
ANM_757,Panda,68,365.99,72.62,Omnivore,Urban,Critically Endangered,Yes,South America,Yes,88.93,Low,4,1
ANM_758,Panda,9,1758.39,165.55,Herbivore,Desert,Critically Endangered,Yes,Europe,No,92.36,High,5,1
ANM_759,Lion,28,1906.74,261.04,Herbivore,Urban,Least Concern,No,South America,Yes,45.06,Medium,5,1
ANM_760,Deer,21,1570.01,113.27,Herbivore,Desert,Vulnerable,Yes,Europe,Yes,8.95,Medium,4,2
ANM_761,Elephant,41,1836.43,339.98,Herbivore,Forest,Vulnerable,Yes,North America,No,20.18,Low,4,3
ANM_762,Elephant,29,2643.45,296.07,Omnivore,Desert,Critically Endangered,Yes,North America,No,28.28,Medium,2,3
ANM_763,Lion,67,2337.99,307.19,Carnivore,Ocean,Vulnerable,No,South America,Yes,77.28,High,2,0
ANM_764,Horse,79,4206.18,215.79,Omnivore,Desert,Least Concern,No,Africa,Yes,79.16,Medium,3,0
ANM_765,Elephant,30,2705.48,140.71,Herbivore,Forest,Endangered,Yes,Australia,Yes,51.57,Medium,2,2
ANM_766,Elephant,52,3708.46,40.86,Herbivore,Grassland,Extinct,Yes,Africa,No,94.35,High,4,1
ANM_767,Panda,57,3989.88,246.13,Omnivore,Urban,Vulnerable,Yes,Africa,No,86.28,Low,2,0
ANM_768,Dog,8,1426.27,362.12,Omnivore,Forest,Least Concern,No,South America,Yes,79.95,Low,4,3
ANM_769,Panda,34,3322.51,399.57,Omnivore,Urban,Endangered,No,South America,No,69.54,Medium,2,3
ANM_770,Horse,76,3838.05,132.98,Herbivore,Ocean,Extinct,Yes,Europe,No,15.89,Medium,2,0
ANM_771,Elephant,75,3627.78,217.58,Omnivore,Wetland,Least Concern,No,Europe,Yes,69.4,High,4,0
ANM_772,Tiger,64,1890.42,300.52,Omnivore,Forest,Extinct,No,Africa,Yes,44.34,Low,2,3
ANM_773,Panda,42,607.58,296.54,Omnivore,Forest,Critically Endangered,Yes,South America,Yes,33.29,Medium,1,3
ANM_774,Dog,39,3606.45,260.94,Herbivore,Urban,Critically Endangered,No,South America,No,71.56,High,2,0
ANM_775,Cat,37,1426.71,293.31,Herbivore,Wetland,Endangered,Yes,Africa,No,49.29,Medium,3,3
ANM_776,Elephant,9,1127.0,394.07,Carnivore,Grassland,Extinct,No,South America,Yes,45.07,Medium,2,3
ANM_777,Lion,60,4333.72,361.23,Omnivore,Ocean,Extinct,No,Australia,Yes,95.65,Low,2,0
ANM_778,Deer,52,321.92,345.19,Omnivore,Ocean,Vulnerable,Yes,Australia,Yes,53.54,High,3,3
ANM_779,Deer,46,4486.17,168.61,Herbivore,Forest,Extinct,Yes,Australia,Yes,36.12,Medium,3,0
ANM_780,Elephant,64,1485.83,228.57,Carnivore,Forest,Vulnerable,No,North America,No,70.18,High,2,1
ANM_781,Elephant,46,1107.85,345.23,Herbivore,Forest,Endangered,No,South America,Yes,31.0,Medium,2,3
ANM_782,Deer,8,2526.88,364.38,Carnivore,Urban,Vulnerable,No,North America,No,81.72,Medium,3,3
ANM_783,Horse,36,1048.24,221.17,Herbivore,Desert,Endangered,No,North America,Yes,94.71,Medium,3,1
ANM_784,Cat,23,1275.89,340.56,Carnivore,Grassland,Endangered,No,North America,No,30.24,Low,1,3
ANM_785,Cat,9,1836.75,147.28,Omnivore,Ocean,Vulnerable,No,North America,Yes,81.56,Medium,2,2
ANM_786,Elephant,69,3680.54,243.1,Omnivore,Desert,Vulnerable,Yes,Asia,Yes,61.89,High,5,0
ANM_787,Kangaroo,76,1037.84,71.46,Herbivore,Grassland,Endangered,Yes,Europe,No,13.72,Medium,1,3
ANM_788,Panda,73,4577.22,46.45,Herbivore,Grassland,Endangered,Yes,North America,Yes,85.29,Medium,5,0
ANM_789,Deer,10,1311.08,24.99,Omnivore,Wetland,Extinct,No,Antarctica,Yes,85.22,High,5,1
ANM_790,Panda,51,2535.01,390.05,Carnivore,Urban,Critically Endangered,Yes,Asia,No,85.41,Low,1,3
ANM_791,Deer,77,870.27,283.12,Carnivore,Grassland,Extinct,Yes,Asia,Yes,79.62,Medium,2,1
ANM_792,Elephant,50,4930.49,192.65,Omnivore,Forest,Extinct,No,South America,Yes,74.7,High,2,0
ANM_793,Dog,61,2102.11,288.12,Carnivore,Urban,Extinct,Yes,Africa,No,61.76,High,4,1
ANM_794,Panda,43,2070.91,184.85,Omnivore,Ocean,Critically Endangered,No,Europe,No,67.07,High,1,3
ANM_795,Horse,31,780.59,302.54,Omnivore,Grassland,Vulnerable,No,North America,No,19.71,Medium,5,3
ANM_796,Lion,12,626.52,147.41,Carnivore,Wetland,Least Concern,No,Antarctica,Yes,59.92,High,5,1
ANM_797,Horse,14,4072.83,147.7,Herbivore,Desert,Least Concern,Yes,Africa,No,81.27,High,2,2
ANM_798,Elephant,46,4478.57,390.71,Omnivore,Desert,Vulnerable,Yes,Antarctica,No,84.07,Low,2,0
ANM_799,Deer,37,3625.44,46.78,Omnivore,Urban,Least Concern,Yes,Africa,Yes,16.33,Medium,4,2
ANM_800,Tiger,15,600.27,32.21,Herbivore,Urban,Critically Endangered,Yes,South America,Yes,36.64,Medium,2,2
ANM_801,Lion,16,1288.36,96.07,Omnivore,Urban,Endangered,Yes,Africa,Yes,44.6,Low,2,2
ANM_802,Lion,70,2104.39,181.84,Omnivore,Desert,Extinct,No,South America,Yes,79.49,Low,1,0
ANM_803,Dog,68,3930.23,22.62,Carnivore,Desert,Endangered,No,Australia,No,33.73,High,5,0
ANM_804,Kangaroo,59,3688.51,386.52,Carnivore,Forest,Endangered,Yes,Australia,Yes,66.91,Low,5,0
ANM_805,Kangaroo,29,1370.9,203.13,Omnivore,Desert,Least Concern,No,North America,No,46.59,Medium,2,3
ANM_806,Deer,79,2995.59,197.62,Carnivore,Forest,Least Concern,Yes,North America,No,77.34,Medium,5,1
ANM_807,Horse,29,3151.28,36.38,Omnivore,Urban,Critically Endangered,Yes,Asia,Yes,69.51,Medium,2,2
ANM_808,Kangaroo,72,2083.67,393.88,Carnivore,Grassland,Least Concern,Yes,Europe,Yes,11.15,Low,2,3
ANM_809,Panda,44,2397.02,145.21,Carnivore,Grassland,Endangered,Yes,Europe,No,87.54,High,4,1
ANM_810,Panda,68,4912.87,158.67,Omnivore,Wetland,Endangered,Yes,Australia,No,88.47,High,5,0
ANM_811,Deer,75,2858.56,339.85,Omnivore,Desert,Critically Endangered,Yes,Europe,Yes,95.48,Low,4,0
ANM_812,Panda,36,2390.72,202.9,Carnivore,Desert,Least Concern,No,Europe,Yes,60.86,High,1,3
ANM_813,Tiger,35,3824.39,64.68,Omnivore,Forest,Vulnerable,Yes,Australia,Yes,78.44,High,4,2
ANM_814,Giraffe,51,1270.53,74.12,Herbivore,Urban,Least Concern,No,Antarctica,Yes,8.3,High,2,3
ANM_815,Tiger,35,44.6,85.7,Carnivore,Ocean,Extinct,No,Asia,No,98.52,High,5,1
ANM_816,Dog,28,4577.01,324.07,Herbivore,Forest,Vulnerable,Yes,Antarctica,No,7.64,Low,4,0
ANM_817,Elephant,69,4561.93,273.74,Omnivore,Ocean,Vulnerable,No,Africa,Yes,93.02,Low,1,0
ANM_818,Deer,38,4026.54,115.12,Herbivore,Grassland,Vulnerable,Yes,Antarctica,Yes,13.15,High,1,2
ANM_819,Dog,46,748.76,373.88,Omnivore,Urban,Endangered,Yes,South America,Yes,60.08,High,5,1
ANM_820,Panda,5,3247.52,60.53,Omnivore,Ocean,Critically Endangered,Yes,Europe,Yes,38.32,High,1,2
ANM_821,Tiger,52,4911.22,270.18,Herbivore,Desert,Vulnerable,Yes,Asia,No,43.17,Medium,1,0
ANM_822,Deer,23,4328.99,306.27,Herbivore,Ocean,Least Concern,No,South America,No,64.88,High,2,0
ANM_823,Dog,26,2862.31,73.98,Carnivore,Ocean,Critically Endangered,Yes,North America,No,88.13,High,2,2
ANM_824,Dog,73,363.05,250.69,Carnivore,Wetland,Least Concern,No,North America,No,38.15,High,2,3
ANM_825,Lion,13,3786.94,49.05,Omnivore,Forest,Least Concern,Yes,Antarctica,No,96.11,High,1,2
ANM_826,Horse,74,4888.21,165.03,Omnivore,Wetland,Vulnerable,No,Asia,Yes,85.58,High,2,0
ANM_827,Dog,24,3062.22,241.65,Herbivore,Wetland,Extinct,No,Europe,Yes,21.97,Medium,1,3
ANM_828,Lion,29,2934.61,30.43,Omnivore,Urban,Least Concern,No,Antarctica,Yes,9.06,Low,2,2
ANM_829,Elephant,76,1258.57,335.06,Omnivore,Wetland,Endangered,No,Europe,No,69.09,Low,5,1
ANM_830,Horse,21,4856.85,27.61,Herbivore,Grassland,Extinct,Yes,Asia,No,51.17,Low,3,2
ANM_831,Horse,20,2039.17,216.3,Omnivore,Grassland,Vulnerable,No,South America,Yes,85.5,High,3,2
ANM_832,Kangaroo,16,2015.94,145.51,Carnivore,Ocean,Endangered,No,South America,No,23.36,Low,4,2
ANM_833,Deer,46,2167.94,325.85,Herbivore,Wetland,Least Concern,No,Europe,Yes,25.98,High,2,3
ANM_834,Deer,73,2218.03,229.09,Omnivore,Forest,Vulnerable,No,North America,No,90.95,Low,1,0
ANM_835,Panda,8,3837.95,326.32,Herbivore,Ocean,Extinct,No,Australia,Yes,60.43,Medium,4,2
ANM_836,Tiger,39,1942.4,321.31,Omnivore,Ocean,Extinct,Yes,Africa,Yes,52.04,High,2,3
ANM_837,Panda,27,4657.95,369.66,Carnivore,Forest,Endangered,No,Africa,Yes,75.53,Medium,1,0
ANM_838,Panda,34,3498.04,85.05,Herbivore,Wetland,Critically Endangered,Yes,Asia,No,73.63,Low,1,2
ANM_839,Elephant,77,2969.38,205.62,Carnivore,Forest,Extinct,Yes,South America,Yes,12.49,Medium,5,0
ANM_840,Cat,26,532.26,90.65,Omnivore,Grassland,Critically Endangered,No,Africa,No,69.75,Low,1,2
ANM_841,Giraffe,49,4414.14,305.63,Carnivore,Urban,Vulnerable,Yes,Antarctica,No,85.85,Medium,3,0
ANM_842,Cat,12,4421.37,169.68,Omnivore,Urban,Extinct,No,North America,No,33.88,Medium,1,2
ANM_843,Lion,73,2075.93,84.22,Omnivore,Grassland,Least Concern,No,Europe,Yes,47.18,High,2,1
ANM_844,Elephant,26,2994.86,21.7,Herbivore,Wetland,Extinct,No,Asia,Yes,69.2,High,2,2
ANM_845,Deer,16,572.67,43.53,Carnivore,Grassland,Extinct,Yes,Europe,No,60.12,Low,5,1
ANM_846,Giraffe,34,4526.82,244.97,Omnivore,Grassland,Endangered,Yes,Australia,Yes,82.32,Low,3,0
ANM_847,Dog,7,4675.89,250.93,Herbivore,Ocean,Endangered,Yes,North America,No,40.2,High,3,2
ANM_848,Giraffe,34,831.74,197.19,Herbivore,Ocean,Extinct,No,Europe,No,66.65,Medium,3,1
ANM_849,Giraffe,78,3208.28,151.02,Herbivore,Urban,Critically Endangered,No,Africa,Yes,44.46,Medium,2,0
ANM_850,Horse,59,651.65,319.52,Carnivore,Forest,Least Concern,Yes,Europe,No,65.32,Medium,5,1
ANM_851,Panda,65,257.83,300.17,Omnivore,Forest,Extinct,Yes,South America,Yes,7.15,Medium,1,3
ANM_852,Lion,57,4847.65,48.31,Omnivore,Wetland,Least Concern,Yes,Europe,Yes,96.33,High,3,0
ANM_853,Giraffe,48,4332.41,381.38,Herbivore,Ocean,Least Concern,No,Antarctica,No,7.63,Low,5,0
ANM_854,Panda,37,4092.75,268.23,Herbivore,Forest,Least Concern,No,Africa,No,61.66,Medium,5,0
ANM_855,Kangaroo,60,918.31,149.46,Carnivore,Desert,Endangered,Yes,Antarctica,Yes,10.84,Low,2,3
ANM_856,Tiger,57,2110.94,362.18,Omnivore,Urban,Extinct,Yes,Europe,Yes,95.46,Medium,5,1
ANM_857,Cat,76,2572.11,98.63,Omnivore,Desert,Critically Endangered,Yes,North America,No,74.06,High,3,1
ANM_858,Panda,14,1951.28,330.85,Herbivore,Forest,Critically Endangered,No,North America,Yes,28.96,Medium,3,3
ANM_859,Dog,55,4474.63,28.38,Carnivore,Forest,Critically Endangered,No,North America,No,27.75,High,2,2
ANM_860,Tiger,39,574.43,282.02,Omnivore,Ocean,Vulnerable,No,Australia,No,87.45,Low,4,1
ANM_861,Panda,45,3642.57,185.18,Omnivore,Urban,Extinct,No,Africa,Yes,26.88,High,2,2
ANM_862,Dog,69,924.6,304.51,Herbivore,Ocean,Extinct,Yes,Asia,No,72.31,Low,4,1
ANM_863,Kangaroo,68,177.15,380.07,Carnivore,Forest,Endangered,No,Africa,Yes,36.66,High,3,3
ANM_864,Kangaroo,30,3267.4,280.97,Omnivore,Ocean,Critically Endangered,No,Europe,No,91.14,High,4,0
ANM_865,Giraffe,59,483.33,91.59,Omnivore,Grassland,Least Concern,No,Antarctica,No,30.73,Medium,4,1
ANM_866,Kangaroo,27,1537.7,129.27,Omnivore,Desert,Least Concern,No,Africa,Yes,83.29,High,1,2
ANM_867,Elephant,10,2700.49,97.64,Omnivore,Urban,Endangered,Yes,Europe,Yes,41.46,High,3,2
ANM_868,Panda,33,2059.32,91.56,Carnivore,Ocean,Vulnerable,Yes,Antarctica,No,56.75,Medium,5,1
ANM_869,Kangaroo,12,349.26,221.18,Omnivore,Ocean,Extinct,Yes,Antarctica,Yes,8.95,High,4,3
ANM_870,Tiger,6,1025.54,356.39,Herbivore,Wetland,Critically Endangered,No,Asia,No,69.11,Medium,3,3
ANM_871,Giraffe,55,316.37,354.01,Omnivore,Urban,Least Concern,Yes,Antarctica,Yes,46.76,High,4,3
ANM_872,Giraffe,22,2376.0,249.5,Omnivore,Desert,Least Concern,Yes,Asia,No,91.16,Low,4,1
ANM_873,Elephant,66,1168.11,27.45,Herbivore,Wetland,Endangered,No,Antarctica,No,54.03,Low,4,1
ANM_874,Cat,63,1814.37,224.6,Omnivore,Grassland,Endangered,No,Australia,Yes,96.38,High,4,1
ANM_875,Elephant,79,1805.35,197.27,Omnivore,Ocean,Critically Endangered,No,Australia,Yes,71.53,Medium,3,1
ANM_876,Horse,48,4136.1,42.45,Herbivore,Urban,Least Concern,No,Antarctica,No,33.86,High,1,2
ANM_877,Elephant,69,1518.79,103.49,Carnivore,Urban,Endangered,No,North America,No,25.89,Low,1,3
ANM_878,Dog,41,1640.1,345.67,Omnivore,Ocean,Least Concern,Yes,Africa,Yes,46.04,Medium,1,3
ANM_879,Giraffe,13,1832.03,156.29,Herbivore,Forest,Critically Endangered,Yes,North America,Yes,34.52,Medium,5,1
ANM_880,Lion,37,4694.81,45.11,Omnivore,Ocean,Least Concern,No,Australia,No,80.99,Low,3,2
ANM_881,Deer,48,1845.65,64.05,Carnivore,Ocean,Critically Endangered,Yes,Antarctica,Yes,6.48,Low,3,2
ANM_882,Elephant,56,1294.52,181.91,Herbivore,Forest,Least Concern,Yes,Africa,Yes,77.14,High,1,3
ANM_883,Horse,52,1146.52,59.75,Omnivore,Urban,Endangered,No,Australia,Yes,73.93,Low,3,1
ANM_884,Cat,39,1591.13,69.7,Herbivore,Desert,Critically Endangered,Yes,Antarctica,Yes,67.27,Medium,3,1
ANM_885,Lion,44,1599.53,144.93,Herbivore,Grassland,Extinct,Yes,Asia,Yes,13.21,High,1,3
ANM_886,Panda,73,1812.67,198.75,Carnivore,Desert,Extinct,Yes,Antarctica,Yes,98.1,High,3,1
ANM_887,Tiger,27,4031.31,94.92,Herbivore,Desert,Endangered,No,Europe,No,7.28,Low,5,2
ANM_888,Cat,50,3313.52,102.76,Carnivore,Forest,Critically Endangered,Yes,Asia,No,56.64,High,5,1
ANM_889,Panda,20,1363.86,221.15,Carnivore,Ocean,Critically Endangered,Yes,Antarctica,No,22.07,Medium,1,3
ANM_890,Panda,38,2235.84,113.92,Omnivore,Forest,Endangered,No,Asia,No,68.1,Medium,4,1
ANM_891,Panda,56,442.52,314.99,Herbivore,Wetland,Extinct,No,North America,No,69.06,Low,4,1
ANM_892,Panda,22,2277.1,389.26,Herbivore,Urban,Critically Endangered,No,Australia,Yes,43.1,Medium,2,3
ANM_893,Lion,64,1760.97,322.35,Herbivore,Desert,Critically Endangered,No,Africa,No,19.34,High,2,3
ANM_894,Panda,70,2268.71,227.59,Herbivore,Desert,Extinct,No,Africa,No,56.5,Medium,3,0
ANM_895,Deer,57,4147.05,284.76,Carnivore,Ocean,Critically Endangered,Yes,Africa,No,60.72,High,5,0
ANM_896,Cat,46,3275.67,175.91,Herbivore,Grassland,Vulnerable,Yes,Antarctica,Yes,94.19,High,4,1
ANM_897,Giraffe,35,4299.64,32.95,Omnivore,Wetland,Least Concern,Yes,South America,No,75.69,Low,5,2
ANM_898,Cat,75,1388.48,341.49,Herbivore,Forest,Vulnerable,No,Antarctica,Yes,99.72,Medium,3,1
ANM_899,Kangaroo,5,1997.13,89.61,Omnivore,Wetland,Endangered,Yes,South America,No,9.11,Medium,1,2
ANM_900,Horse,59,988.17,134.55,Carnivore,Forest,Extinct,Yes,Australia,No,10.2,Medium,5,1
ANM_901,Cat,34,3686.94,124.88,Omnivore,Forest,Endangered,Yes,North America,No,49.92,High,3,2
ANM_902,Dog,77,2019.19,31.16,Herbivore,Urban,Extinct,No,Antarctica,Yes,90.69,Medium,5,1
ANM_903,Elephant,54,3124.16,84.21,Herbivore,Wetland,Endangered,Yes,Australia,Yes,32.06,High,1,2
ANM_904,Lion,12,989.89,35.37,Herbivore,Grassland,Critically Endangered,Yes,Australia,No,91.77,Low,4,1
ANM_905,Elephant,25,3110.68,183.68,Herbivore,Urban,Extinct,Yes,Asia,Yes,64.61,Low,1,2
ANM_906,Horse,63,2791.75,341.53,Carnivore,Grassland,Vulnerable,No,North America,Yes,61.05,Low,5,0
ANM_907,Panda,75,3030.83,318.21,Carnivore,Wetland,Vulnerable,No,Europe,No,87.41,Low,4,0
ANM_908,Giraffe,69,826.45,395.18,Herbivore,Wetland,Endangered,No,Australia,Yes,9.1,Medium,1,3
ANM_909,Tiger,40,996.23,203.64,Omnivore,Forest,Endangered,Yes,Asia,No,74.13,Medium,5,1
ANM_910,Giraffe,5,495.8,89.92,Carnivore,Forest,Vulnerable,Yes,Antarctica,No,64.94,Medium,2,2
ANM_911,Horse,53,673.44,351.38,Omnivore,Ocean,Vulnerable,No,Africa,Yes,40.02,Medium,5,1
ANM_912,Panda,15,3185.19,237.34,Omnivore,Urban,Vulnerable,Yes,Australia,No,23.88,Medium,5,2
ANM_913,Elephant,50,3369.36,73.56,Herbivore,Wetland,Critically Endangered,Yes,Antarctica,No,75.55,High,1,2
ANM_914,Giraffe,42,3468.55,350.21,Omnivore,Ocean,Vulnerable,Yes,South America,Yes,76.86,Medium,5,0
ANM_915,Dog,66,2164.75,392.32,Omnivore,Wetland,Vulnerable,Yes,Africa,Yes,17.84,Low,5,0
ANM_916,Elephant,5,4149.64,214.81,Omnivore,Forest,Critically Endangered,Yes,Asia,No,93.38,Low,1,2
ANM_917,Lion,42,1546.68,381.28,Carnivore,Wetland,Vulnerable,No,Europe,Yes,54.14,Medium,1,3
ANM_918,Deer,21,3547.12,351.45,Omnivore,Wetland,Extinct,Yes,Antarctica,No,21.8,Low,2,3
ANM_919,Cat,29,4913.71,372.02,Carnivore,Wetland,Critically Endangered,Yes,North America,No,91.63,High,5,0
ANM_920,Horse,56,1030.52,62.34,Omnivore,Desert,Extinct,No,South America,Yes,68.93,Low,4,1
ANM_921,Tiger,17,4548.96,339.35,Carnivore,Ocean,Least Concern,Yes,Europe,No,45.54,Low,5,0
ANM_922,Cat,6,1516.09,214.73,Omnivore,Forest,Vulnerable,No,North America,No,87.35,High,5,1
ANM_923,Deer,65,1949.95,175.93,Omnivore,Forest,Least Concern,No,Africa,Yes,77.42,Low,2,1
ANM_924,Dog,41,4771.65,246.22,Herbivore,Desert,Vulnerable,No,Antarctica,No,28.4,Low,4,0
ANM_925,Tiger,18,254.98,288.65,Herbivore,Wetland,Vulnerable,Yes,Africa,Yes,91.76,Low,5,1
ANM_926,Elephant,70,599.1,83.83,Omnivore,Ocean,Extinct,No,South America,Yes,58.19,Medium,4,1
ANM_927,Giraffe,51,555.76,241.82,Herbivore,Desert,Extinct,No,North America,No,96.74,High,1,3
ANM_928,Horse,32,168.62,180.95,Herbivore,Grassland,Endangered,Yes,North America,Yes,47.04,High,2,3
ANM_929,Tiger,17,343.07,105.9,Carnivore,Ocean,Endangered,Yes,Antarctica,No,98.89,High,3,1
ANM_930,Panda,35,1823.2,238.88,Omnivore,Desert,Vulnerable,No,Europe,Yes,50.62,Low,4,1
ANM_931,Tiger,24,2022.22,296.78,Herbivore,Grassland,Extinct,Yes,North America,No,68.95,High,4,1
ANM_932,Cat,65,1774.95,43.72,Omnivore,Grassland,Critically Endangered,No,Antarctica,No,84.95,Low,2,1
ANM_933,Tiger,21,1798.2,119.83,Omnivore,Wetland,Vulnerable,No,South America,No,95.74,High,5,1
ANM_934,Elephant,8,660.78,274.31,Omnivore,Urban,Extinct,Yes,Africa,Yes,65.67,High,2,3
ANM_935,Cat,23,456.74,189.16,Herbivore,Wetland,Endangered,No,North America,No,39.89,Medium,5,1
ANM_936,Giraffe,42,3099.62,101.81,Omnivore,Desert,Least Concern,Yes,South America,No,5.39,Medium,5,2
